kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
AP105,Sarimuka,-,Kalimantan Selatan,Serealia,Olahan (Processed),"Kue basah. Bahan dasar terdiri dari beras ketan, gula merah, gula pasir, santan, telur ayam diolah dengan cara dikukus",61.5,166.0,2.3,2.8,32.9,1.4,0.5,36.0,13.0,2.0,3.0,34.0,0.0,0.0,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0664
GP090,Sate Bandeng,-,Banten,Ikan/Kerang/Udang dll,Olahan (Processed),Pangan tunggal terolah/ produk yang berbahan baku ikan bandeng,47.1,283.0,12.1,16.8,20.9,2.0,3.1,118.0,186.0,1.2,543.0,199.0,0.2,0.9,0.0,2.0,0.0,0.02,0.02,0.0,0.0,Kurang,Cukup,Kurang,Kurang,0.1511
FP065,"Sate pusut, masakan",-,-,Daging,Olahan (Processed),"Daging diling (sapi, babi), kelapa parut diberi bumbu (bawang, cabai, terasi, dan garam) dibentuk bulat panjang (lonjong) ditusuk lalu dibakar.",52.1,274.0,12.9,18.6,13.6,1.4,2.8,63.0,190.0,2.7,609.0,201.0,0.2,0.7,133.0,0.0,4.0,0.06,0.1,0.0,0.0,Kurang,Cukup,Kurang,Kurang,0.141
FP064,"Sate, penyu, masakan",-,-,Daging,Olahan (Processed),-,57.4,179.0,22.5,3.5,13.3,0.0,3.3,187.0,238.0,14.4,29.0,201.0,0.2,0.0,0.0,0.0,4.0,0.1,0.1,0.0,0.0,Kurang,Lebih,Kurang,Lebih,0.209
DR142,"Sawi putih / pecai, segar (Pak choi, fresh)",Brassica rapa  cv. group chinese Cabbage,-,Sayuran,Mentah (Raw),-,96.6,9.0,1.0,0.1,1.7,0.8,0.6,56.0,42.0,1.1,5.0,193.1,0.05,0.1,0.0,862.0,832.0,0.05,0.18,0.4,3.0,Kurang,Kurang,Kurang,Kurang,0.0209
DR143,"Sawi taiwan, segar",-,-,Sayuran,Mentah (Raw),-,91.8,30.0,1.9,0.5,4.4,2.7,1.4,100.0,58.0,1.6,27.0,217.0,0.1,0.7,0.0,1.0,4.0,0.2,0.1,0.6,33.0,Kurang,Kurang,Kurang,Kurang,0.0424
DR144,"Sawi tanah, segar",Rorippa dubia,-,Sayuran,Mentah (Raw),-,94.9,19.0,1.3,0.2,2.9,2.2,1.0,92.0,45.0,1.2,17.0,145.0,0.1,0.4,0.0,815.0,4.0,0.2,0.1,0.1,36.0,Kurang,Kurang,Kurang,Kurang,0.0342
DR141,"Sawi, segar (Chinese mustard, fresh)",Brassica Juncea,-,Sayuran,Mentah (Raw),-,92.2,28.0,2.3,0.3,4.0,2.5,1.2,220.0,38.0,2.9,22.0,436.5,0.12,0.2,0.0,2.0,6.0,0.09,0.23,0.7,102.0,Kurang,Kurang,Kurang,Kurang,0.0774
ER102,"Sawo duren, segar (Sapodilla, fresh)",Chrysophyllum cainito,-,Buah,Mentah (Raw),-,87.3,64.0,1.0,3.1,8.0,0.8,0.6,18.0,45.0,0.8,13.0,111.4,0.02,0.1,0.0,0.0,0.0,0.01,0.02,0.1,1.0,Kurang,Kurang,Kurang,Kurang,0.0257
ER103,"Sawo kecik, segar (Sapodilla, fresh)",Manilkara kauki,-,Buah,Mentah (Raw),-,73.8,111.0,0.9,2.3,21.6,1.0,1.4,20.0,185.0,0.7,28.0,117.8,0.04,0.1,0.0,119.0,12.0,0.0,0.04,1.5,19.0,Kurang,Kurang,Kurang,Kurang,0.0388
ER104,"Sawo Manila, segar (Sapodilla, manila, fresh)",Manilkara zapota,-,Buah,Mentah (Raw),-,75.5,92.0,0.5,1.1,22.4,9.5,0.5,25.0,12.0,1.0,26.0,110.2,0.04,0.1,0.0,111.0,60.0,0.01,0.04,1.4,21.0,Kurang,Kurang,Kurang,Kurang,0.0342
DP047,Sayur asem,-,-,Sayuran,Olahan (Processed),-,93.2,29.0,0.7,0.6,5.0,0.6,0.8,40.0,61.0,3.1,29.0,201.0,0.2,0.7,14.0,2.0,2.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0266
DP048,Sayur bunga pepaya,-,-,Sayuran,Olahan (Processed),-,83.4,49.0,1.7,0.3,9.8,2.7,2.1,220.0,220.0,1.3,90.0,350.0,0.1,0.1,0.0,372.0,4.0,0.1,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0771
DP049,Sayur garu,-,Ternate,Sayuran,Olahan (Processed),"Bahan dasar terdiri dari jantung pisang, daun ubi, daun pepaya. Ditumis",70.8,178.0,2.6,13.9,10.6,8.4,2.1,30.0,130.0,0.9,20.0,120.0,0.1,0.3,0.0,2.0,4.0,0.2,0.1,0.8,9.0,Kurang,Kurang,Kurang,Kurang,0.0663
DP050,Sayur kohu-kohu,-,Maluku,Sayuran,Olahan (Processed),"Seperti urap. Bahan dasar terdiri dari bayam, ketimun, daun kemangi, kacang panjang, taoge, dan kelapa.",72.8,133.0,7.3,6.6,11.2,1.2,2.1,40.0,120.0,0.2,20.0,50.0,0.1,0.3,0.0,944.0,4.0,0.2,0.2,0.8,9.0,Kurang,Kurang,Kurang,Kurang,0.0703
CP058,Sayur lebui,-,Lombok,Kacang-Kacangan,Olahan (Processed),"Bahan dasar kedelai hitam yang direbus bersama labu kuning, belimbing wuluh, tomat, cabai dan santan.",83.9,64.0,2.1,0.6,12.5,5.7,0.9,21.0,2.0,1.0,124.0,146.0,0.2,0.7,0.0,14.0,4.0,0.1,0.0,0.1,0.0,Kurang,Kurang,Kurang,Kurang,0.0307
DP051,Sayur lilin-terubuk,-,Maluku Utara,Sayuran,Olahan (Processed),Bahan dasar terdiri dari lilin/terubuk. Direbus dengan santan.,90.4,36.0,2.7,0.7,4.8,1.4,1.4,10.0,90.0,0.1,30.0,44.0,0.2,1.0,0.0,2.0,4.0,0.3,0.2,0.8,18.0,Kurang,Kurang,Kurang,Kurang,0.0197
DP052,Sayur ndusuk,-,-,Sayuran,Olahan (Processed),-,87.5,49.0,3.1,2.5,3.6,1.4,3.1,11.0,6.0,0.5,1.0,88.0,0.2,0.2,0.0,2.0,4.0,0.2,0.1,0.8,15.0,Kurang,Kurang,Kurang,Kurang,0.026
DP053,Sayur sop,-,-,Sayuran,Olahan (Processed),-,92.7,27.0,1.3,2.0,1.0,0.3,2.7,168.0,57.0,1.8,29.0,201.0,0.2,0.7,20.0,2.0,2.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0576
DP054,Sayur umbut kelapa,-,-,Sayuran,Olahan (Processed),"Bahan dasar terdiri dari umbut kelapa, labu kuning, dan iga sapi. Direbus dengan santan",85.5,67.0,5.2,2.9,5.1,1.4,1.3,48.0,81.0,3.2,313.0,108.0,0.2,1.1,0.0,21.0,4.0,0.2,0.1,0.8,5.0,Kurang,Kurang,Kurang,Kurang,0.0546
DP055,Sayur umbut rotan,-,-,Sayuran,Olahan (Processed),Umbut rotan masak tumis,87.6,57.0,5.4,2.6,3.1,1.6,1.3,184.0,135.0,1.2,256.0,81.0,0.2,0.9,0.0,18.0,0.0,0.2,0.1,0.8,6.0,Kurang,Kurang,Kurang,Kurang,0.0823
DR146,"Selada air, segar (Watercress, fresh)",Nasturtium officinale,-,Sayuran,Mentah (Raw),-,93.3,17.0,3.1,0.2,2.2,0.7,1.2,95.0,152.0,2.4,65.0,260.7,0.11,0.2,0.0,1.0,3.0,0.09,0.14,0.7,56.0,Kurang,Kurang,Kurang,Kurang,0.0436
DP016,"Selada, rebus",-,-,Sayuran,Olahan (Processed),-,93.5,19.0,2.7,0.2,2.9,0.7,0.7,83.0,74.0,1.4,24.0,160.7,0.05,0.2,0.0,2.0,3.0,0.08,0.2,0.6,27.0,Kurang,Kurang,Kurang,Kurang,0.0371
DR145,"Selada, segar (Lettuce)",Lactuca sativa,-,Sayuran,Mentah (Raw),-,94.8,18.0,1.2,0.2,2.9,1.8,0.9,22.0,25.0,0.5,19.0,186.4,0.03,0.2,0.0,1.0,540.0,0.04,0.13,0.4,8.0,Kurang,Kurang,Kurang,Kurang,0.0138
DR147,"Seledri, segar (Celery, fresh)",Apium graveolens,-,Sayuran,Mentah (Raw),-,93.0,23.0,1.0,0.1,4.6,2.0,1.3,50.0,40.0,1.0,64.0,258.8,0.08,0.4,0.0,63.0,130.0,0.03,0.07,0.4,11.0,Kurang,Kurang,Kurang,Kurang,0.023
ER105,"Semangka, segar (Water melon, fresh)",Citrullus lanatus,-,Buah,Mentah (Raw),-,92.1,28.0,0.5,0.2,6.9,0.4,0.3,7.0,12.0,0.2,7.0,93.8,0.04,0.1,0.0,315.0,590.0,0.05,0.05,0.3,6.0,Kurang,Kurang,Kurang,Kurang,0.0096
DP057,Semur jengkol,-,-,Sayuran,Olahan (Processed),-,52.7,212.0,6.0,10.0,29.1,1.4,2.2,77.0,99.0,1.0,29.0,201.0,0.2,0.7,0.0,2.0,81.0,0.14,0.1,0.8,4.0,Kurang,Kurang,Kurang,Kurang,0.0996
BR023,"Sente, talas, segar (Giant taro, fresh)",Alocacia macrorrhizos,-,Umbi Berpati,Mentah (Raw),-,14.0,353.0,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,0.0,41.0,4.0,0.05,0.2,2.8,5.0,Kurang,Kurang,Kurang,Kurang,0.1056
GP091,"Sepi, masakan",-,Bima,Ikan/Kerang/Udang dll,Olahan (Processed),Makanan yang terbuat dari udang rebon (anak udang yang sangat kecil yang di Bima disebut Sepi Bou),66.1,88.0,7.9,1.6,10.6,1.4,13.8,924.0,350.0,2.3,873.0,258.0,1.0,1.1,783.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Lebih,Kurang,0.2926
BP062,Serimping talas kebumen,-,-,Umbi Berpati,Olahan (Processed),-,4.8,478.0,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.25,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1746
DP056,Shabu-shabu,-,-,Sayuran,Olahan (Processed),-,87.1,88.0,3.2,8.0,0.8,0.9,0.9,217.0,48.0,2.9,514.0,201.0,0.2,0.7,82.0,2.0,2.0,0.2,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0965
FP067,"Sie reuboh, masakan",-,-,Daging,Olahan (Processed),Daging Sapi/Kerbau direbus dengan bumbu pedas,32.4,474.0,11.2,42.5,11.7,1.4,2.2,26.0,62.0,1.3,677.0,176.0,2.4,3.2,141.0,9.0,4.0,0.46,0.26,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1781
ER106,"Sirsak, segar (Soursop, fresh)",Annona muricata,-,Buah,Mentah (Raw),-,81.7,65.0,1.0,0.3,16.3,3.2,0.7,14.0,27.0,0.6,2.0,298.9,0.08,1.0,0.0,8.0,10.0,0.07,0.08,0.7,20.0,Kurang,Kurang,Kurang,Kurang,0.0245
MP014,Sirup (syrup),-,-,Konfeksioneri,Olahan (Processed),-,44.0,213.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,3.0,4.2,0.2,0.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0573
MP015,"Sirup pirous (syrup, pirous)",-,-,Konfeksioneri,Olahan (Processed),-,43.3,228.0,0.2,0.4,55.9,0.0,0.2,470.0,93.0,29.5,3.0,4.2,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Kurang,Kurang,Cukup,Lebih,0.2596
FP068,"Sop buntut, masakan",-,-,Daging,Olahan (Processed),-,86.1,71.0,7.5,3.6,2.2,1.4,0.6,286.0,38.0,3.2,490.0,201.0,0.2,0.7,119.0,2.0,2.0,0.14,0.1,0.8,0.0,Kurang,Kurang,Cukup,Kurang,0.1247
FP069,"Sop daging sapi, masakan",-,Aceh,Daging,Olahan (Processed),-,87.5,49.0,5.8,0.5,5.3,1.4,0.9,158.0,48.0,2.2,391.0,201.0,0.2,0.7,101.0,2.0,3.0,0.37,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0773
FP070,"Sop kaki sapi, masakan",-,-,Daging,Olahan (Processed),-,84.5,68.0,9.0,1.9,3.7,1.4,0.9,302.0,15.0,2.2,435.0,201.0,0.2,0.7,48.0,2.0,150.0,0.46,0.1,0.8,0.0,Kurang,Kurang,Cukup,Kurang,0.1304
FP071,"Sop kambing, masakan",-,-,Daging,Olahan (Processed),-,91.6,34.0,5.5,0.8,1.1,1.4,1.0,145.0,37.0,1.6,348.0,201.0,0.2,0.7,48.0,2.0,80.0,0.57,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0672
FP072,"Sop konro, masakan",-,Makassar,Daging,Olahan (Processed),Bahan dasar terdiri dari iga sapi  bumbu kluwek.,85.0,71.0,7.4,2.6,4.5,1.4,0.5,17.0,60.0,4.6,184.0,25.0,0.3,1.3,0.0,2.0,4.0,0.12,0.02,10.9,0.0,Kurang,Kurang,Kurang,Cukup,0.0588
FP073,"Sop saudara, masakan",-,Makassar,Daging,Olahan (Processed),Bahan dasar terdiri dari daging sapi tanpa kluwek.,82.4,89.0,7.2,5.0,3.9,1.4,1.5,10.0,174.0,9.0,274.0,50.0,0.2,1.1,0.0,2.0,4.0,0.09,0.12,2.0,0.0,Kurang,Kurang,Kurang,Lebih,0.0728
FP074,"Soto bandung, masakan",-,Bandung,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari Daging sapi, lobak, dan kacang kedelai goreng. Biasa ditambahkan kecap manis.",89.9,42.0,3.9,1.7,2.8,0.4,1.8,74.0,75.0,1.8,29.0,201.0,0.2,0.7,6.0,20.0,0.0,0.1,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0463
FP075,"Soto banjar, masakan",-,Banjar,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari Ayam dan rempah-rempah (kayu manis, biji pali dan cengkeh)",83.7,110.0,2.9,9.5,3.2,1.4,0.7,28.0,28.0,0.3,36.0,6.0,0.0,0.2,12.0,2.0,770.0,0.05,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0463
FP076,"Soto betawi, masakan",-,Betawi,Daging,Olahan (Processed),Kuah bening/ santan. Bahan dasar terdiri dari daging sapi dan atau jeroan ditambah emping,75.9,135.0,2.5,8.8,11.5,0.5,1.3,222.0,72.0,1.9,29.0,201.0,0.2,0.7,6.0,2.0,336.0,0.04,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.106
FP077,"Soto jeroan, masakan",-,-,Daging,Olahan (Processed),-,81.4,92.0,11.8,4.3,1.4,1.4,1.1,218.0,48.0,1.9,363.0,201.0,0.2,0.7,85.0,2.0,440.0,0.36,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1242
FP078,"Soto kudus, masakan",-,Kudus,Daging,Olahan (Processed),Kuah bening. Bahan dasar terdiri dari ayam dan taoge,91.6,38.0,2.6,2.3,1.8,0.2,1.7,237.0,67.0,1.7,29.0,201.0,0.2,0.7,23.0,2.0,128.0,0.06,0.1,0.5,0.0,Kurang,Kurang,Kurang,Kurang,0.0825
FP079,"Soto madura, masakan",-,Madura,Daging,Olahan (Processed),Kuah bening. Bahan dasar : ayam atau daging,89.8,60.0,3.5,4.5,1.3,0.0,0.9,361.0,126.0,3.8,29.0,201.0,0.2,0.7,26.0,2.0,121.0,0.06,0.1,0.0,0.0,Kurang,Kurang,Cukup,Cukup,0.129
FP080,"Soto padang, masakan",-,Pdang,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari daging sapi, bumbu pekak dan kapulaga",75.0,127.0,5.9,6.6,11.0,0.7,2.0,298.0,94.0,1.5,29.0,201.0,0.2,0.7,12.0,2.0,204.0,0.22,0.1,0.0,0.0,Kurang,Kurang,Cukup,Kurang,0.1337
FP081,"Soto pekalongan, masakan",-,Pekalongan,Daging,Olahan (Processed),Kuah bening. Bahan dasar terdiri dari daging sapi dan tauco,83.8,94.0,3.0,6.8,5.1,0.3,1.3,322.0,79.0,2.0,29.0,201.0,0.2,0.7,14.0,2.0,119.0,0.29,0.1,0.0,0.0,Kurang,Kurang,Cukup,Kurang,0.1221
FP082,"Soto pemalang, masakan",-,Pemalang,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari daging sapi, tauco, kelapa parut sangrai, dan kluwek",86.0,75.0,3.6,5.2,3.5,0.0,1.7,170.0,80.0,2.1,29.0,201.0,0.2,0.7,16.0,2.0,30.0,0.13,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.08
FP083,"Soto sukaraja, masakan",-,Banyumas,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari daging sapi, soun, taoge, dan sambal kacang",75.9,80.0,3.2,3.5,9.0,0.3,1.1,347.0,77.0,2.3,29.0,201.0,0.2,0.7,12.0,2.0,89.0,0.04,0.1,0.0,0.0,Kurang,Kurang,Cukup,Kurang,0.1261
FP084,"Soto sulung, masakan",-,Jawa Timur,Daging,Olahan (Processed),"Kuah bening. Bahan dasar terdiri dari daging sapi, ayam, jeroan, dan telur",88.1,86.0,2.3,8.5,0.0,0.0,1.1,200.0,120.0,2.9,29.0,201.0,0.2,0.7,20.0,2.0,105.0,0.08,0.1,0.0,0.0,Kurang,Kurang,Kurang,Kurang,0.0885
ER107,"Sowa, segar",Gnetum gneman,-,Buah,Mentah (Raw),-,87.7,48.0,1.6,0.6,9.1,45.0,10.0,50.0,40.0,0.3,9.0,0.0,0.1,1.5,0.0,364.0,4.0,0.15,0.23,0.2,4.0,Kurang,Kurang,Kurang,Kurang,0.0302
AP106,Spaghetti,-,Italia,Serealia,Olahan (Processed),Salah satu jenis pasta.  Berbentuk panjang seperti lidi berbahan dasar terigu dan air.,66.1,139.0,7.4,2.1,22.6,1.4,2.1,109.0,53.0,4.7,29.0,201.0,0.2,0.7,42.0,2.0,940.0,0.35,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.1018
AP107,Srikaya ketan,-,-,Serealia,Olahan (Processed),"Nama lainnya adalah srikaya pulut. Kue kue basah terdiri dari 2 lapisan. Lapisan bawah: Beras ketan dan santan.  Lapisan atas srikaya: telur ayam, terigu, gula pasir, dan santan. Diolah dengan cara dikukus",41.0,265.0,2.7,6.4,49.1,1.4,0.8,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1
ER108,"Srikaya, segar (Sugar apple,fresh)",Annona squamosa,-,Buah,Mentah (Raw),-,83.4,63.0,1.1,0.5,13.9,2.1,1.1,127.0,30.0,2.7,29.0,201.0,0.2,0.7,0.0,2.0,31.0,0.08,0.1,0.8,28.0,Kurang,Kurang,Kurang,Kurang,0.0587
FP085,"Sukiyaki, masakan",-,Jepang,Daging,Olahan (Processed),Irisan tipis daging sapi dicelupkan ke dalam kocokan telur ayam,81.0,75.0,5.6,0.4,12.2,0.2,0.8,109.0,59.0,0.5,426.0,201.0,0.2,0.7,41.0,2.0,1.0,0.37,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0669
ER109,"Sukun muda, segar (Breadfruit, young, fresh)",Artocarpus altilis,-,Buah,Mentah (Raw),-,69.4,119.0,1.4,0.2,28.1,1.4,1.0,24.0,44.0,1.4,24.0,414.4,0.09,0.1,0.0,28.0,4.0,0.17,0.17,3.7,52.0,Kurang,Kurang,Kurang,Kurang,0.0456
ER110,"Sukun tua, segar (Breadfruit, fresh)",Artocarpus altilis,-,Buah,Mentah (Raw),-,67.8,126.0,1.6,0.2,24.5,1.5,1.0,37.0,47.0,1.6,25.0,436.0,0.09,0.1,0.0,30.0,2.0,0.18,0.17,3.9,58.0,Kurang,Kurang,Kurang,Kurang,0.052
AP108,Sunduk lawang,-,Pontianak,Serealia,Olahan (Processed),"Kue basah berbahan dasar tepung beras, kanji, gula merah, santan dibungkus daun pisang. Diolah dengan cara dikukus",63.4,181.0,1.9,1.3,32.4,1.4,1.0,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0738
JP005,"Susu asam untuk bayi, bubuk",-,-,Susu,Olahan (Processed),-,2.5,418.0,19.0,9.0,65.5,0.0,4.0,800.0,600.0,7.0,188.0,486.5,0.0,0.0,303.0,83.0,4.0,1.0,1.31,0.7,30.0,Kurang,Lebih,Lebih,Cukup,0.4025
JP006,Susu bubuk,-,-,Susu,Olahan (Processed),-,3.5,513.0,24.6,30.0,36.2,0.0,5.7,904.0,694.0,0.6,380.0,1.0,0.02,4.1,476.0,118.0,4.0,0.29,1.39,1.6,6.0,Cukup,Lebih,Lebih,Kurang,0.4581
JR002,Susu ibu - ASI,-,-,Susu,Mentah (Raw),-,88.1,62.0,1.5,3.2,7.0,0.0,0.2,34.0,20.0,0.2,15.0,41.0,0.01,0.4,0.0,7.0,4.0,0.01,0.03,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.0294
JR003,"Susu kambing, segar",-,-,Susu,Mentah (Raw),-,85.9,64.0,4.3,2.3,6.6,0.0,0.9,98.0,78.0,2.7,35.0,160.0,0.33,0.1,38.0,0.0,4.0,0.06,0.45,0.3,1.0,Kurang,Kurang,Kurang,Kurang,0.0623
CP060,Susu kedelai,-,-,Kacang-Kacangan,Olahan (Processed),-,87.0,41.0,3.5,2.5,5.0,0.2,2.0,50.0,45.0,0.7,128.0,287.9,0.12,1.0,0.0,2.0,200.0,0.08,0.05,0.7,2.0,Kurang,Kurang,Kurang,Kurang,0.0357
JP007,Susu kental manis,-,-,Susu,Olahan (Processed),-,25.0,343.0,8.2,10.0,55.0,0.0,1.8,275.0,209.0,0.2,150.0,320.0,0.02,1.0,155.0,46.0,4.0,0.05,0.43,0.4,1.0,Kurang,Kurang,Cukup,Kurang,0.1925
JP008,Susu kental tak manis,-,-,Susu,Olahan (Processed),-,73.7,138.0,7.0,7.9,9.9,1.4,1.5,243.0,195.0,0.2,140.0,303.0,0.2,0.7,121.0,2.0,4.0,0.05,0.1,0.0,1.0,Kurang,Kurang,Kurang,Kurang,0.1229
JR004,"Susu kerbau, segar",-,-,Susu,Mentah (Raw),-,73.8,160.0,6.3,12.0,7.1,1.4,0.8,216.0,101.0,0.2,82.0,201.0,0.2,0.3,24.0,2.0,4.0,0.04,0.07,0.8,1.0,Kurang,Kurang,Kurang,Kurang,0.1198
JR005,"Susu kuda, segar",-,-,Susu,Mentah (Raw),-,91.0,40.0,2.0,1.1,5.4,0.0,0.4,55.0,93.0,1.9,29.0,37.4,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.0348
JR006,"Susu sapi, segar",-,-,Susu,Mentah (Raw),-,88.3,61.0,3.2,3.5,4.3,0.0,0.7,143.0,60.0,1.7,36.0,149.0,0.02,0.3,39.0,12.0,4.0,0.03,0.18,0.2,1.0,Kurang,Kurang,Kurang,Kurang,0.0668
JP009,"Susu skim, bubuk",-,-,Susu,Olahan (Processed),-,3.5,359.0,35.6,1.0,52.0,0.0,7.9,1.0,1.0,0.6,470.0,1.0,0.04,4.1,0.0,10.0,4.0,0.35,1.05,1.2,7.0,Kurang,Lebih,Kurang,Kurang,0.2198
JP010,"Susu skim, segar",-,-,Susu,Olahan (Processed),-,90.5,36.0,3.5,0.1,5.1,1.4,0.8,123.0,97.0,0.1,38.0,201.0,0.2,0.7,0.0,2.0,4.0,0.04,0.1,0.8,1.0,Kurang,Kurang,Kurang,Kurang,0.0515
BP009,"Suweg, talas, kukus",-,-,Umbi Berpati,Olahan (Processed),-,75.5,93.0,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,283.0,0.09,0.0,0.3,0.0,Kurang,Kurang,Kurang,Kurang,0.0438
BR024,"Suweg, talas, segar (Elephant yam)",Amorphophallus paeoniifolius,-,Umbi Berpati,Mentah (Raw),-,80.1,74.0,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.1,0.1,0.0,24.0,254.0,0.04,0.0,0.4,2.0,Kurang,Kurang,Kurang,Kurang,0.0373
AP109,Suwir-suwir,-,-,Serealia,Olahan (Processed),-,13.4,347.0,0.5,0.9,84.2,0.8,1.0,42.0,40.0,4.3,29.0,201.0,0.2,0.7,1.0,2.0,240.0,0.13,0.1,0.9,0.0,Kurang,Kurang,Kurang,Cukup,0.1184
CP062,Tahu goreng,-,-,Kacang-Kacangan,Olahan (Processed),-,77.3,115.0,9.7,8.5,2.5,0.1,2.0,229.0,200.0,4.1,7.0,68.2,0.09,1.3,0.0,0.0,0.0,0.01,0.24,0.0,0.0,Kurang,Cukup,Kurang,Cukup,0.1321
CP063,Tahu telur,-,-,Kacang-Kacangan,Olahan (Processed),-,41.8,328.0,12.6,19.9,24.6,0.4,1.1,492.0,238.0,4.9,755.0,201.0,0.2,0.7,73.0,2.0,1.0,0.42,0.1,0.8,0.0,Kurang,Cukup,Cukup,Cukup,0.2711
CP061,"Tahu, mentah",-,-,Kacang-Kacangan,Olahan (Processed),-,82.2,80.0,10.9,4.7,0.8,0.1,1.4,223.0,183.0,3.4,2.0,50.6,0.19,0.8,0.0,118.0,4.0,0.01,0.08,0.1,0.0,Kurang,Cukup,Kurang,Kurang,0.123
CP064,Takwa,-,-,Kacang-Kacangan,Olahan (Processed),-,72.2,148.0,13.8,8.5,4.0,0.0,1.6,140.0,214.0,8.5,3.0,79.0,0.3,1.3,0.0,2.0,920.0,0.2,0.1,0.8,0.0,Kurang,Cukup,Kurang,Lebih,0.1436
BP010,"Talas bogor, kukus",-,-,Umbi Berpati,Olahan (Processed),-,69.2,120.0,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.2,0.6,0.0,0.0,0.0,0.05,0.6,0.8,2.0,Kurang,Kurang,Kurang,Kurang,0.0462
BR025,"Talas bogor, segar (Taro, bogor, fresh)",Colocasia esculenta,-,Umbi Berpati,Mentah (Raw),-,72.4,108.0,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.2,0.7,0.0,0.0,0.0,0.06,0.07,1.0,4.0,Kurang,Kurang,Kurang,Kurang,0.0466
BR026,"Talas pontianak, segar (Taro, pontianak, fresh)",Colocasia esculenta,-,Umbi Berpati,Mentah (Raw),-,60.0,163.0,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.0,0.02,0.1,1.3,0.0,Kurang,Kurang,Kurang,Kurang,0.0671
BR027,"Talas viqueque, segar",-,-,Umbi Berpati,Mentah (Raw),-,70.6,115.0,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.3,1.0,0.0,0.0,0.0,0.08,0.1,0.9,0.0,Kurang,Kurang,Kurang,Kurang,0.0512
DR149,"Taoge kacang kedelai, segar (Soya bean, sprout, fresh)",Glycine max,-,Sayuran,Mentah (Raw),-,81.0,76.0,9.0,2.6,6.4,0.7,1.0,50.0,65.0,1.0,5.0,212.4,0.26,0.7,0.0,0.0,110.0,0.23,0.19,1.2,15.0,Kurang,Kurang,Kurang,Kurang,0.0648
